,turker_id,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,slot_chosen
643,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
644,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
645,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
646,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
647,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
648,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
649,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
650,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
651,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
652,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
653,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
654,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
655,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
656,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
657,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
658,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
659,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
660,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
661,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
662,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
663,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
664,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
665,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
666,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
667,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
668,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
669,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
670,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
671,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
672,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
673,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
674,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
675,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
676,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
677,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,2
678,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
679,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
680,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
681,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
682,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
683,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
684,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
685,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
686,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),SharedRide(3+),Walk,Transit,SharedRide(2),Bike,,2
687,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),SharedRide(3+),Walk,Transit,SharedRide(2),Bike,,2
688,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
689,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
690,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
691,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
692,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
693,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
694,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
695,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
696,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
697,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
698,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
699,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
700,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
701,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
702,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
703,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
704,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
705,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
706,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
707,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
708,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
709,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
710,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
711,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
712,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
713,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
714,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
715,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
716,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
717,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
718,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
719,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,5
720,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
721,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
722,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,4
723,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
724,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
725,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
726,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
727,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
728,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
729,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
730,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
731,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
732,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
733,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
734,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
735,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
736,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
737,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
738,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
739,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
740,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
741,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
742,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
743,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
744,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
745,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,2
746,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
747,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
748,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
749,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
750,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
751,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
752,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
753,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
754,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
755,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
756,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
757,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
758,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
759,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
760,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
761,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
762,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
763,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
764,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
765,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,2
766,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
767,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
768,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
769,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
770,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
771,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
772,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
773,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
774,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
775,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
776,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
777,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,7
778,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,7
779,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
780,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
781,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
782,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
783,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
784,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
785,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
786,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
787,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
788,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
789,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
790,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
791,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,2
792,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
793,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,2
794,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
795,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
796,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
797,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
798,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
799,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
800,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
801,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
802,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
803,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
804,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
805,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
806,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
807,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
808,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
809,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
810,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
811,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
812,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
813,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,4
814,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
815,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
816,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
817,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
818,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
819,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
820,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
821,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
822,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
823,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,6
824,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
825,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
826,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
827,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
828,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,3
829,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,3
830,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),Bike,,3
831,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
832,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,3
833,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
834,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
835,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
836,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
837,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,3
838,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
839,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
840,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
841,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
842,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
843,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,5
844,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
845,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Transit,SharedRide(2),,,2
846,1,SharedRide(2+)AndDrivealone,SharedRide(2/3+),DriveAlone,SharedRide(3+),Walk,Transit,SharedRide(2),Bike,2
